"Word","Length","Freq_HAL","Log_Freq_HAL","MorphSp","POS"
"mangle","6","301","5.71","{mangle}","VB|NN"
"mangled","7","930","6.84","{mangle}>ed>","JJ"
"mango","5","867","6.77","{mango}","NN"
"mangy","5","89","4.49","{mange}>y>","JJ"
"manhandle","9","32","3.47","{man}{handle}","VB"
"Manhattan","9","4612","8.44","{manhattan}","NN"
"manhole","7","450","6.11","{man}{hole}","NN"
"manhood","7","831","6.72","{man}>hood>","NN"
"manhours","8","26","3.26","{man}-{hour}>s>","NN"
"mania","5","1112","7.01","{mania}","NN"
"maniac","6","1337","7.20","{maniac}","NN"
"maniacal","8","292","5.68","{maniac}>al>","JJ"
"maniacs","7","737","6.60","{maniac}>s>","NN"
"manic","5","1244","7.13","{manic}","JJ|NN"
"manicure","8","73","4.29","{man--icure}","NN"
"manicurist","10","22","3.09","{man--icure}>ist>","NN"
"manifest","8","2522","7.83","{manifest}","JJ|VB"
"manifested","10","943","6.85","{manifest}>ed>","VB"
"manifesting","11","215","5.37","{manifest}>ing>","VB"
"manifestly","10","217","5.38","{manifest}>ly>","RB"
"manifestations","14","1147","7.04","{manifest}>ation>>s>","NN"
"manifestation","13","1750","7.47","{manifest}>ation>","NN"
"manifesto","9","1276","7.15","{manifest--o}","NN"
"manifold","8","1529","7.33","{manifold}","JJ|RB|NN"
"manikin","7","19","2.94","{manikin}","NN"
"manila","6","1173","7.07","{manila}","NN|JJ"
"manipulate","10","3907","8.27","{manipul--ate}","VB"
"manipulated","11","1805","7.50","{manipul--ate}>ed>","VB|JJ"
"manipulating","12","1759","7.47","{manipul--ate}>ing>","VB"
"manipulation","12","4783","8.47","{manipul--ate}>ion>","NN"
"manipulative","12","666","6.50","{manipul--ate}>ive>","JJ"
"Manitoba","8","2360","7.77","{manitoba}","NN"
"mankind","7","5832","8.67","{man}{kind}","NN"
"mankind's","9","260","5.56","{man}{kind}>'s>","encl"
"manlike","7","7","1.95","{man}{like}","JJ|RB"
"manliness","9","57","4.04","{man}>ly>>ness>","NN"
"manly","5","805","6.69","{man}>ly>","JJ|NN"
"manmade","7","270","5.60","{man}{made}","JJ"
"manna","5","420","6.04","{manna}","NN"
"manned","6","742","6.61","{mann}>ed>","JJ"
"mannequin","9","178","5.18","{mannequin}","NN"
"manner","6","22183","10.01","{manner}","NN"
"mannered","8","281","5.64","{manner}>ed>","JJ"
"mannerism","9","43","3.76","{manner}>ism>","NN"
"mannerisms","10","244","5.50","{manner}>ism>>s>","NN"
"mannerly","8","19","2.94","{manner}>ly>","JJ"
"manners","7","2987","8.00","{manner}>s>","NN"
"manning","7","1584","7.37","{mann}>ing>","VB|NN|JJ"
"manor","5","1616","7.39","{manor}","NN"
"manors","6","37","3.61","{manor}>s>","NN"
"manpower","8","1252","7.13","{man}{power}","NN"
"man's","5","10881","9.29","{man}>'s>","encl"
"manservant","10","19","2.94","{man}{serve}>ant>","NN"
"mansion","7","1585","7.37","{mansion}","NN"
"mansions","8","244","5.50","{mansion}>s>","NN"
"mansion's","9","27","3.30","{mansion}>'s>","encl"
"literatures","11","269","5.59","{liter--ature}>s>","NN"
"liters","6","554","6.32","{liter}>s>","NN"
"lithe","5","201","5.30","{lithe}","JJ"
"manslaughter","12","445","6.10","{man}{slaughter}","NN"
"literature","10","20438","9.93","{liter--ature}","NN"
"lithium","7","1691","7.43","{lithium}","NN|JJ"
"lithograph","10","187","5.23","{litho--graph}","NN"
"lithographs","11","104","4.64","{litho--graph}>s>","NN"
"lithography","11","169","5.13","{litho--graph--y}","NN"
"litigant","8","309","5.73","{litig--ant}","NN"
"litigants","9","172","5.15","{litig--ant}>s>","NN"
"litigate","8","111","4.71","{litig--ate}","VB"
"litigation","10","3217","8.08","{litig--ate}>ion>","NN"
"litigious","9","185","5.22","{litig--ious}","JJ"
"litmus","6","341","5.83","{litmus}","NN"
"litter","6","3353","8.12","{litter}","NN|VB"
"litterbag","9","1","0.00","{litter}{bag}","NN|VB"
"litterbin","9","0","0.00","{litter}{bin}","NN|VB"
"litterbug","9","6","1.79","{litter}{bug}","NN"
"littered","8","409","6.01","{litter}>ed>","VB"
"littering","9","185","5.22","{litter}>ing>","VB|NN"
"litters","7","363","5.89","{litter}>s>","NN|VB"
"little","6","288496","12.57","{little}","JJ|RB|NN"
"littlest","8","160","5.08","{little}>est>","JJ"
"liturgical","10","238","5.47","{liturg--ic}>al>","JJ"
"liturgy","7","507","6.23","{liturg--y}","NN"
"livability","10","11","2.40","{live}>able>>ity>","NN"
"livable","7","234","5.46","{live}>able>","JJ"
"live","4","128442","11.76","{live}","VB"
"lived","5","20075","9.91","{live}>ed>","VB"
"livelier","8","48","3.87","{live}>ly>>er>","JJ"
"livelihood","10","579","6.36","{live}>ly>>hood>","NN"
"liveliness","10","46","3.83","{live}>ly>>ness>","NN"
"livelong","8","4","1.39","{live}{long}","JJ"
"lively","6","1885","7.54","{live}>ly>","JJ"
"liver","5","25025","10.13","{liver}","NN"
"liveried","8","4","1.39","{livery}>ed>","JJ|VB"
"Liverpool","9","2554","7.85","{liver--pool}","NN"
"livers","6","189","5.24","{liver}>s>","NN"
"livery","6","193","5.26","{livery}","NN|JJ"
"liveryman","9","0","0.00","{livery}>man>","NN"
"lives","5","41676","10.64","{live}>s>","VB"
"livestock","9","1418","7.26","{live}{stock}","NN"
"livid","5","182","5.20","{livid}","JJ"
"living","6","75436","11.23","{live}>ing>","VB|NN|JJ"
"Livingston","10","1391","7.24","{livings--ton}","NN"
"Liz","3","3739","8.23","{liz}","NN"
"lizard","6","5706","8.65","{lizard}","NN"
"lizards","7","1182","7.07","{lizard}>s>","NN"
"lizard's","8","136","4.91","{lizard}>'s>","encl"
"llama","5","1206","7.10","{llama}","NN"
"Lloyd","5","7837","8.97","{lloyd}","NN"
"Lloyd's","7","217","5.38","{lloyd}>'s>","encl"
"lo","2","29900","10.31","{lo}","minor"
"load","4","40668","10.61","{load}","NN|VB"
"loaded","6","18267","9.81","{load}>ed>","VB|JJ"
"loader","6","2311","7.75","{load}>er>","NN"
"loaders","7","740","6.61","{load}>er>>s>","NN"
"loading","7","10269","9.24","{load}>ing>","NN|VB"
"loadings","8","176","5.17","{load}>ing>>s>","NN"
"loads","5","9166","9.12","{load}>s>","NN|VB"
"loaf","4","1223","7.11","{loaf}","NN|VB"
"loafed","6","5","1.61","{loaf}>ed>","VB"
"loafer","6","24","3.18","{loaf}>er>","NN"
"loam","4","91","4.51","{loam}","NN"
"loan","4","9525","9.16","{loan}","NN|VB"
"loaned","6","743","6.61","{loan}>ed>","VB"
"loans","5","5381","8.59","{loan}>s>","NN|VB"
"loath","5","225","5.42","{loath}","JJ"
"loathe","6","783","6.66","{loathe}","VB"
"loathed","7","526","6.27","{loathe}>ed>","VB"
"loathing","8","970","6.88","{loathe}>ing>","VB|NN"
"loathsome","9","292","5.68","{loath}>some>","JJ"
"loaves","6","347","5.85","{loaf}>s>","NN"
"lob","3","469","6.15","{lob}","VB|NN"
"lobbied","7","269","5.59","{lobby}>ed>","VB"
"lobbies","7","274","5.61","{lobby}>s>","NN|VB"
"lobby","5","4340","8.38","{lobby}","NN|VB"
"lobbyist","8","263","5.57","{lobby}>ist>","NN"
"lobe","4","464","6.14","{lobe}","NN"
"lobes","5","339","5.83","{lobe}>s>","NN"
"lobotomy","8","465","6.14","{lob--otom--y}","NN"
"lobster","7","849","6.74","{lobster}","NN"
"lobular","7","8","2.08","{lob--ule}>ar>","JJ"
"lobule","6","3","1.10","{lob--ule}","NN"
"lobules","7","3","1.10","{lob--ule}>s>","NN"
"local","5","139852","11.85","{local}","JJ|NN"
"locale","6","1691","7.43","{locale}","NN"
"locales","7","764","6.64","{locale}>s>","NN"
"localisms","9","0","0.00","{locale}>ism>>s>","NN"
"localities","10","538","6.29","{locale}>ity>>s>","NN"
"locality","8","755","6.63","{locale}>ity>","NN"
"localization","12","1080","6.98","{locale}>ise>>ation>","NN"
"localize","8","170","5.14","{locale}>ise>","VB"
"localized","9","1117","7.02","{locale}>ise>>ed>","JJ"
"locally","7","8162","9.01","{local}>ly>","RB"
"locate","6","11350","9.34","{locate}","VB"
"located","7","36875","10.52","{locate}>ed>","VB|JJ"
"locating","8","2271","7.73","{locate}>ing>","VB"
"location","8","62969","11.05","{locate}>ion>","NN"
"locations","9","14055","9.55","{locate}>ion>>s>","NN"
"loci","4","286","5.66","{loc--i}","NN"
"lock","4","18221","9.81","{lock}","NN|VB"
"locked","6","10624","9.27","{lock}>ed>","VB"
"locker","6","1871","7.53","{lock}>er>","NN"
"locket","6","131","4.88","{locket}","NN"
"locking","7","4396","8.39","{lock}>ing>","JJ|VB"
"lockjaw","7","49","3.89","{lock}{jaw}","NN"
"lockout","7","656","6.49","{lock}{out}","NN"
"locks","5","6586","8.79","{lock}>s>","NN|VB"
"locksmith","9","270","5.60","{lock}{smith}","NN"
"lockstitch","10","0","0.00","{lock}{stitch}","NN"
"lockup","6","1001","6.91","{lock}{up}","NN"
"loco","4","776","6.65","{loco}","minor|NN|JJ"
"locomotion","10","181","5.20","{loco--mote}>ion>","NN"
"locomotive","10","1090","6.99","{loco--mote}>ive>","NN|JJ"
"locus","5","75039","11.23","{loc--us}","NN"
"locust","6","460","6.13","{locust}","NN"
"locution","8","71","4.26","{locut--ion}","NN"
"lode","4","599","6.40","{lode}","NN"
"lodge","5","3576","8.18","{lodge}","NN|VB"
"lodged","6","576","6.36","{lodge}>ed>","VB"
"lodges","6","621","6.43","{lodge}>s>","NN|VB"
"lodging","7","1405","7.25","{lodge}>ing>","NN|VB"
"lodgings","8","182","5.20","{lodge}>ing>>s>","NN"
"lodgment","8","5","1.61","{lodge}>ment>","NN"
"loft","4","749","6.62","{loft}","NN"
"lofty","5","640","6.46","{loft}>y>","JJ"
"log","3","21912","9.99","{log}","NN|VB"
"logarithm","9","194","5.27","{logarithm}","NN"
"logarithms","10","177","5.18","{logarithm}>s>","NN"
"logbook","7","286","5.66","{log}{book}","NN"
"logged","6","5610","8.63","{log}>ed>","VB"
"logger","6","216","5.38","{log}>er>","NN"
"logging","7","5212","8.56","{log}>ing>","NN|VB"
"logic","5","34025","10.43","{logic}","NN"
"logical","7","18189","9.81","{logic}>al>","JJ"
"logically","9","3535","8.17","{logic}>al>>ly>","RB"
"logician","8","80","4.38","{logic}>ian>","NN"
"logistic","8","368","5.91","{logistic}","JJ"
"logistical","10","430","6.06","{logistic}>al>","JJ"
"logistics","9","1869","7.53","{logistic}>s>","NN"
"logjam","6","48","3.87","{logjam}","NN"
"logs","4","4093","8.32","{log}>s>","NN|VB"
"loin","4","555","6.32","{loin}","NN"
"loincloth","9","74","4.30","{loin}{cloth}","NN"
"loins","5","734","6.60","{loin}>s>","NN"
"Lois","4","3030","8.02","{lois}","NN"
"loiter","6","64","4.16","{loiter}","VB"
"loll","4","31","3.43","{loll}","VB"
"lolling","7","59","4.08","{loll}>ing>","VB"
"lollipop","8","295","5.69","{lollipop}","NN"
"lolly","5","58","4.06","{lolly}","NN"
"London","6","32949","10.40","{lon--don}","NN"
"Londoner","8","36","3.58","{lon--don}>er>","NN"
"London's","8","430","6.06","{lon--don}>'s>","encl"
"lone","4","6448","8.77","{lone}","JJ|NN"
"lonelier","8","11","2.40","{lone}>ly>>er>","JJ"
"loneliest","9","42","3.74","{lone}>ly>>est>","JJ"
"loneliness","10","880","6.78","{lone}>ly>>ness>","NN"
"lonely","6","4872","8.49","{lone}>ly>","JJ|RB"
"loner","5","287","5.66","{lone}>er>","NN"
"loners","6","88","4.48","{lone}>er>>s>","NN"
"lonesome","8","763","6.64","{lone}>some>","JJ|NN"
"long","4","273917","12.52","{long}","JJ|RB|NN|VB"
"longboat","8","19","2.94","{long}{boat}","NN"
"longbow","7","383","5.95","{long}{bow}","NN"
"longed","6","497","6.21","{long}>ed>","VB"
"longer","6","73185","11.20","{long}>er>","JJ|RB"
"longest","7","4091","8.32","{long}>est>","JJ"
"longevity","9","1445","7.28","{long--evity}","NN"
"Longfellow","10","169","5.13","{long--fellow}","NN"
"Longfellow's","12","7","1.95","{long--fellow}>'s>","encl"
"longhaired","10","156","5.05","{long}{hair}>ed>","JJ"
"longhand","8","36","3.58","{long}{hand}","JJ|NN"
"longhorn","8","107","4.67","{long}{horn}","NN"
"longhorns","9","103","4.63","{long}{horn}>s>","NN"
"longing","7","796","6.68","{long}>ing>","NN|VB"
"longings","8","55","4.01","{long}>ing>>s>","NN"
"longitude","9","1038","6.95","{long--itude}","NN"
"longitudes","10","56","4.03","{long--itude}>s>","NN"
"longrun","7","29","3.37","{long}-{run}","NN|JJ"
"longs","5","616","6.42","{long}>s>","VB"
"longship","8","8","2.08","{long}{ship}","NN"
"longshoremen","12","23","3.14","{long}{shore}>men>","NN"
"longitudinal","12","465","6.14","{long--itude}>inal>","JJ"
"longshot","8","450","6.11","{long}{shot}","NN"
"longstanding","12","266","5.58","{long}{stand}>ing>","JJ"
"longways","8","11","2.40","{long}>ways>","RB|JJ"
"longwinded","10","72","4.28","{long}{wind}>ed>","JJ"
"loofah","6","8","2.08","{loofah}","NN"
"look","4","253524","12.44","{look}","VB|NN"
"looked","6","64529","11.07","{look}>ed>","VB"
"looker","6","126","4.84","{look}>er>","NN"
"looking","7","226966","12.33","{look}>ing>","VB|NN"
"lookout","7","1158","7.05","{look}{out}","NN"
"looks","5","70951","11.17","{look}>s>","VB|NN"
"lookup","6","2370","7.77","{look}{up}","NN"
"loom","4","643","6.47","{loom}","NN|VB"
"loomed","6","132","4.88","{loom}>ed>","VB"
"looming","7","424","6.05","{loom}>ing>","VB"
"looms","5","327","5.79","{loom}>s>","NN|VB"
"loon","4","880","6.78","{loon}","NN"
"loony","5","812","6.70","{loon--y}","JJ"
"loonybin","8","9","2.20","{loon--y}{bin}","NN"
"loop","4","16305","9.70","{loop}","NN|VB"
"looped","6","336","5.82","{loop}>ed>","VB"
"loophole","8","611","6.42","{loop}{hole}","NN"
"loopholes","9","871","6.77","{loop}{hole}>s>","NN"
"loops","5","3337","8.11","{loop}>s>","NN|VB"
"loopy","5","352","5.86","{loop}>y>","JJ"
"loose","5","25759","10.16","{loose}","JJ|VB|NN"
"loosely","7","2566","7.85","{loose}>ly>","RB"
"loosen","6","1329","7.19","{loose}>en>","VB"
"loosened","8","607","6.41","{loose}>en>>ed>","VB"
"looseness","9","121","4.80","{loose}>ness>","NN"
"loosening","9","343","5.84","{loose}>en>>ing>","VB"
"loosens","7","145","4.98","{loose}>en>>s>","VB"
"looser","6","752","6.62","{loose}>er>","JJ"
"loosest","7","73","4.29","{loose}>est>","JJ"
"loot","4","999","6.91","{loot}","NN|VB"
"looted","6","274","5.61","{loot}>ed>","VB"
"looter","6","14","2.64","{loot}>er>","NN"
"looting","7","479","6.17","{loot}>ing>","NN|VB"
"lop","3","281","5.64","{lop}","VB|JJ"
"lope","4","80","4.38","{lope}","VB|NN"
"loped","5","30","3.40","{lope}>ed>","VB|JJ"
"lopped","6","83","4.42","{lop}>ed>","VB"
"loquacious","10","48","3.87","{loqu--acious}","JJ"
"loquacity","9","4","1.39","{loqu--acity}","NN"
"lord","4","38009","10.55","{lord}","NN|VB"
"lordly","6","38","3.64","{lord}>ly>","JJ"
"lords","5","3103","8.04","{lord}>s>","NN|VB"
"lord's","6","1192","7.08","{lord}>'s>","encl"
"lordship","8","109","4.69","{lord}>ship>","NN"
"lore","4","3849","8.26","{lore}","NN"
"lose","4","38347","10.55","{lose}","VB"
"loser","5","4209","8.34","{lose}>er>","NN"
"losers","6","3028","8.02","{lose}>er>>s>","NN"
"loses","5","5624","8.63","{lose}>s>","VB|NN"
"losing","6","15711","9.66","{lose}>ing>","VB|NN"
"loss","4","30002","10.31","{loss}","NN"
"losses","6","6167","8.73","{loss}>s>","NN"
"lost","4","78090","11.27","{lost}","VB|JJ|NN"
"lot","3","232888","12.36","{lot}","NN"
"lotion","6","1147","7.04","{lotion}","NN"
"lotions","7","152","5.02","{lotion}>s>","NN"
"lots","4","70143","11.16","{lot}>s>","NN"
"lottery","7","5648","8.64","{lottery}","NN"
"lotto","5","840","6.73","{lotto}","NN"
"lotus","5","20082","9.91","{lotus}","NN"
"Lou","3","5103","8.54","{lou}","NN"
"loud","4","11931","9.39","{loud}","JJ|NN"
"louder","6","2333","7.75","{loud}>er>","JJ|RB"
"loudest","7","566","6.34","{loud}>est>","JJ"
"loudly","6","2995","8.00","{loud}>ly>","RB"
"loudmouth","9","140","4.94","{loud}{mouth}","NN"
"loudspeaker","11","443","6.09","{loud}{speak}>er>","NN"
"Louis","5","20387","9.92","{louis}","NN"
"Louisa","6","242","5.49","{louisa}","NN"
"Louise","6","2679","7.89","{louise}","NN"
"Louisiana","9","4451","8.40","{louisiana}","NN"
"Louis's","7","438","6.08","{louis}>'s>","encl"
"Louisville","10","2844","7.95","{louis--ville}","NN"
"lounge","6","2374","7.77","{lounge}","NN|VB"
"lounged","7","34","3.53","{lounge}>ed>","VB"
"lounger","7","18","2.89","{lounge}>er>","NN"
"lounges","7","141","4.95","{lounge}>s>","NN|VB"
"lounging","8","206","5.33","{lounge}>ing>","VB"
"louse","5","100","4.61","{louse}","VB|NN"
"loused","6","8","2.08","{louse}>ed>","VB|JJ"
"lousiness","9","3","1.10","{louse}>y>>ness>","NN"
"lousy","5","4816","8.48","{louse}>y>","JJ"
"lovable","7","419","6.04","{love}>able>","JJ"
"love","4","165830","12.02","{love}","NN|VB"
"lovebird","8","70","4.25","{love}{bird}","NN"
"loved","5","18375","9.82","{love}>ed>","VB|JJ"
"loveless","8","255","5.54","{love}>less>","JJ"
"lovelies","8","34","3.53","{love}>ly>>s>","NN"
"loveliest","9","52","3.95","{love}>ly>>est>","JJ"
"loveliness","10","81","4.39","{love}>ly>>ness>","NN"
"lovelorn","8","63","4.14","{love}{lorn}","JJ"
"lovely","6","8172","9.01","{love}>ly>","JJ|NN"
"lovemaking","10","543","6.30","{love}{make}>ing>","VB|NN|JJ"
"lover","5","7081","8.87","{love}>er>","NN"
"lovers","6","5508","8.61","{love}>er>>s>","NN"
"lover's","7","642","6.46","{love}>er>>'s>","encl"
"loves","5","10791","9.29","{love}>s>","VB"
"love's","6","476","6.17","{love}>'s>","encl"
"lovesick","8","55","4.01","{love}{sick}","JJ"
"loving","6","8699","9.07","{love}>ing>","JJ|NN|VB"
"lovingly","8","792","6.67","{love}>ing>>ly>","RB"
"low","3","86110","11.36","{low}","JJ|NN|RB|VB"
"lowbrow","7","47","3.85","{low}{brow}","JJ"
"lowdown","7","199","5.29","{low}{down}","JJ"
"lower","5","49669","10.81","{low}>er>","JJ|RB"
"lowered","7","4175","8.34","{low--er}>ed>","VB"
"lowering","8","2578","7.85","{low--er}>ing>","VB|NN"
"lowermost","9","15","2.71","{low}>er>{most}","JJ"
"lowers","6","1227","7.11","{low--er}>s>","VB"
"lowest","6","9385","9.15","{low}>est>","JJ"
"lowland","7","136","4.91","{low}>land>","NN|JJ"
"lowlands","8","162","5.09","{low}>land>>s>","NN"
"lowliest","8","82","4.41","{low}>ly>>est>","JJ"
"lowly","5","1361","7.22","{low}>ly>","JJ|RB"
"lows","4","1019","6.93","{low}>s>","NN|VB"
"loyal","5","3861","8.26","{loyal}","JJ"
"loyalist","8","356","5.87","{loyal}>ist>","NN|JJ"
"loyalists","9","290","5.67","{loyal}>ist>>s>","NN"
"loyalties","9","445","6.10","{loyal}>ty>>s>","NN"
"loyalty","7","3120","8.05","{loyal}>ty>","NN"
"lozenge","7","57","4.04","{lozenge}","NN"
"lubber","6","7","1.95","{lubber}","NN"
"lubricant","9","965","6.87","{lubric--ant}","NN"
"lubricate","9","451","6.11","{lubric--ate}","VB"
"lubricated","10","586","6.37","{lubric--ate}>ed>","VB"
"lubrication","11","748","6.62","{lubric--ate}>ion>","NN"
"Lucas","5","4761","8.47","{lucas}","NN"
"Lucas's","7","150","5.01","{lucas}>'s>","encl"
"lucid","5","4178","8.34","{luc--id}","JJ"
"lucidity","8","645","6.47","{luc--id}>ity>","NN"
"Lucifer","7","1006","6.91","{lucifer}","NN"
"Lucifer's","9","138","4.93","{lucifer}>'s>","encl"
"Lucille","7","314","5.75","{lucille}","NN"
"Lucille's","9","7","1.95","{lucille}>'s>","encl"
"luck","4","60629","11.01","{luck}","NN"
"lucked","6","219","5.39","{luck}>ed>","VB"
"luckier","7","180","5.19","{luck}>y>>er>","JJ"
"luckily","7","3389","8.13","{luck}>y>>ly>","RB"
"luckless","8","39","3.66","{luck}>less>","JJ"
"lucky","5","17795","9.79","{luck}>y>","JJ|NN"
"lucrative","9","1534","7.34","{lucr--ative}","JJ"
"Lucy","4","3448","8.15","{lucy}","NN"
"Lucy's","6","303","5.71","{lucy}>'s>","encl"
"ludicrous","9","2357","7.77","{ludicrous}","JJ"
"ludicrousness","13","21","3.04","{ludicrous}>ness>","NN"
"lug","3","761","6.63","{lug}","VB|NN"
"luge","4","39","3.66","{luge}","NN|VB"
"luger","5","538","6.29","{luger}","NN"
"luggage","7","1659","7.41","{luggage}","NN"
